literal	pos	family	voice	note
蓋世英雄	u			no-source;fallback
蓋棺定論	u			no-source;fallback
蓋棺論定	u			no-source;fallback
蓬萊仙境	u			no-source;fallback
蓬蓽生輝	u			no-source;fallback
蓮	u			no-source;fallback
蔔	u			no-source;fallback
蔚為大觀	u			no-source;fallback
蔚然成風	u			no-source;fallback
蔣	u			no-source;fallback
蔫頭耷腦	u			no-source;fallback
蕃	u			no-source;fallback
蕉	u			no-source;fallback
蕙質蘭心	u			no-source;fallback
蕩	u			no-source;fallback
蕩氣迴腸	u			no-source;fallback
蕩然無存	u			no-source;fallback
蕹	u			no-source;fallback
蕾絲花邊	u			no-source;fallback
薄利多銷	u			no-source;fallback
薄弱環節	u			no-source;fallback
薛	u			no-source;fallback
薩克斯管	u			no-source;fallback
薩克斯風	u			no-source;fallback
薩拉曼卡	u			no-source;fallback
薩拉熱窩	u			no-source;fallback
薩摩耶犬	u			no-source;fallback
薩斯卡通	u			no-source;fallback
薩爾瓦多	u			no-source;fallback
薩爾茨堡	u			no-source;fallback
薪火相傳	u			no-source;fallback
薪盡火傳	u			no-source;fallback
薯	u			no-source;fallback
薯仔	u			no-source;fallback
薯條	u			no-source;fallback
薯片	u			no-source;fallback
藉	u			no-source;fallback
藉助	u			no-source;fallback
藍天白雲	u			no-source;fallback
藍田猿人	u			no-source;fallback
藍顏知己	u			no-source;fallback
藏垢納污	u			no-source;fallback
藏污納垢	u			no-source;fallback
藏頭露尾	u			no-source;fallback
藐視一切	u			no-source;fallback
藤野先生	u			no-source;fallback
藥到病除	u			no-source;fallback
藥水	u			no-source;fallback
藥膏	u			no-source;fallback
藥食同源	u			no-source;fallback
藻類植物	u			no-source;fallback
蘇打粉	u			no-source;fallback
蘇打餅乾	u			no-source;fallback
蘭	u			no-source;fallback
蘭因絮果	u			no-source;fallback
蘭州	u			no-source;fallback
蘭摧玉折	u			no-source;fallback
蘿	u			no-source;fallback
蘿蔔	u			no-source;fallback
虎口拔牙	u			no-source;fallback
虎口餘生	u			no-source;fallback
虎皮鸚鵡	u			no-source;fallback
虎視眈眈	u			no-source;fallback
虎踞龍盤	u			no-source;fallback
虎踞龍蟠	u			no-source;fallback
虎躍龍騰	u			no-source;fallback
虐	u			no-source;fallback
處	u			no-source;fallback
處世原則	u			no-source;fallback
處事原則	u			no-source;fallback
處在	u			no-source;fallback
處境	u			no-source;fallback
處理器	u			no-source;fallback
處處碰壁	u			no-source;fallback
處變不驚	u			no-source;fallback
虛位以待	u			no-source;fallback
虛報冒領	u			no-source;fallback
虛席以待	u			no-source;fallback
虛張聲勢	u			no-source;fallback
虛情假意	u			no-source;fallback
虛應故事	u			no-source;fallback
虛懷若谷	u			no-source;fallback
虛擬	u			no-source;fallback
虛擬環境	u			no-source;fallback
虛有其表	u			no-source;fallback
虛浮	u			no-source;fallback
虛無飄渺	u			no-source;fallback
虛線	u			no-source;fallback
號	u			no-source;fallback
號召	u			no-source;fallback
號碼	u			no-source;fallback
號稱	u			no-source;fallback
虧	u			no-source;fallback
虧佬	u			no-source;fallback
虧本出售	u			no-source;fallback
蚊蟲叮咬	u			no-source;fallback
蛀	u			no-source;fallback
蛇蠍心腸	u			no-source;fallback
蛇蠍美人	u			no-source;fallback
蛇鼠一窩	u			no-source;fallback
蛋蛋	u			no-source;fallback
蛛	u			no-source;fallback
蜀犬吠日	u			no-source;fallback
蜂擁而上	u			no-source;fallback
蜈蚣	u			no-source;fallback
蜕化變質	u			no-source;fallback
蜚聲國際	u			no-source;fallback
蜚聲海外	u			no-source;fallback
蜜糖	u			no-source;fallback
蝕	u			no-source;fallback
蝕錢	u			no-source;fallback
蝦子	u			no-source;fallback
蝦米	u			no-source;fallback
蝦蝦霸霸	u			no-source;fallback
蝴蝶效應	u			no-source;fallback
蝶	u			no-source;fallback
蝸行牛步	u			no-source;fallback
融	u			no-source;fallback
融入	u			no-source;fallback
融為一體	u			no-source;fallback
螢幕	u			no-source;fallback
螳臂擋車	u			no-source;fallback
螳臂當車	u			no-source;fallback
螺絲起子	u			no-source;fallback
蟻	u			no-source;fallback
蠅糞點玉	u			no-source;fallback
蠅頭小利	u			no-source;fallback
蠅頭微利	u			no-source;fallback
蠕形動物	u			no-source;fallback
蠱惑人心	u			no-source;fallback
蠶食鯨吞	u			no-source;fallback
蠻不講理	u			no-source;fallback
血債血償	u			no-source;fallback
血水	u			no-source;fallback
血汗工廠	u			no-source;fallback
血流如注	u			no-source;fallback
血液循環	u			no-source;fallback
血清	u			no-source;fallback
血清蛋白	u			no-source;fallback
血濃於水	u			no-source;fallback
血管硬化	u			no-source;fallback
血統工人	u			no-source;fallback
血緣關係	u			no-source;fallback
血肉	u			no-source;fallback
血肉模糊	u			no-source;fallback
血肉橫飛	u			no-source;fallback
血腥	u			no-source;fallback
血腥瑪麗	u			no-source;fallback
血色	u			no-source;fallback
血跡	u			no-source;fallback
血跡斑斑	u			no-source;fallback
衆	u			no-source;fallback
衆人	u			no-source;fallback
衆多	u			no-source;fallback
行事	u			no-source;fallback
行人天橋	u			no-source;fallback
行使職權	u			no-source;fallback
行俠仗義	u			no-source;fallback
行個方便	u			no-source;fallback
行動不便	u			no-source;fallback
行動自如	u			no-source;fallback
行善積德	u			no-source;fallback
行埋	u			no-source;fallback
行屍走肉	u			no-source;fallback
行山	u			no-source;fallback
行政	u			no-source;fallback
行政區劃	u			no-source;fallback
行政拘留	u			no-source;fallback
行政效率	u			no-source;fallback
行政救濟	u			no-source;fallback
行政會議	u			no-source;fallback
行政管理	u			no-source;fallback
行政院長	u			no-source;fallback
行文流暢	u			no-source;fallback
行爲	u			no-source;fallback
行禮	u			no-source;fallback
行色匆匆	u			no-source;fallback
行萬里路	u			no-source;fallback
行行	u			no-source;fallback
行行企企	u			no-source;fallback
行街	u			no-source;fallback
行路	u			no-source;fallback
行蹤不明	u			no-source;fallback
行雲流水	u			no-source;fallback
術	u			no-source;fallback
街	u			no-source;fallback
街口	u			no-source;fallback
街坊	u			no-source;fallback
街市	u			no-source;fallback
街燈	u			no-source;fallback
街談巷議	u			no-source;fallback
街頭	u			no-source;fallback
街頭巷尾	u			no-source;fallback
衛星	u			no-source;fallback
衝口而出	u			no-source;fallback
衝昏頭腦	u			no-source;fallback
衝破	u			no-source;fallback
衝鋒	u			no-source;fallback
衣	u			no-source;fallback
衣不蔽體	u			no-source;fallback
衣冠不整	u			no-source;fallback
衣冠楚楚	u			no-source;fallback
衣冠禽獸	u			no-source;fallback
衣物	u			no-source;fallback
衣著打扮	u			no-source;fallback
衣衫	u			no-source;fallback
衣衫不整	u			no-source;fallback
衣衫襤褸	u			no-source;fallback
衣食住行	u			no-source;fallback
衣食無憂	u			no-source;fallback
表情	u			no-source;fallback
表意文字	u			no-source;fallback
表白	u			no-source;fallback
表裏不一	u			no-source;fallback
表裏如一	u			no-source;fallback
表述	u			no-source;fallback
表露	u			no-source;fallback
表露無遺	u			no-source;fallback
表面張力	u			no-source;fallback
表面文章	u			no-source;fallback
衫	u			no-source;fallback
衰	u			no-source;fallback
衰人	u			no-source;fallback
衰仔	u			no-source;fallback
衷心	u			no-source;fallback
袋鼠	u			no-source;fallback
袍	u			no-source;fallback
袍笏登場	u			no-source;fallback
袖	u			no-source;fallback
裂	u			no-source;fallback
裏便	u			no-source;fallback
裏邊	u			no-source;fallback
裙帶關係	u			no-source;fallback
補偏救弊	u			no-source;fallback
補助	u			no-source;fallback
補習	u			no-source;fallback
補足	u			no-source;fallback
補釘	u			no-source;fallback
裝備齊全	u			no-source;fallback
裝傻充愣	u			no-source;fallback
裝甲兵	u			no-source;fallback
裝瘋賣傻	u			no-source;fallback
裝神弄鬼	u			no-source;fallback
裝聾作啞	u			no-source;fallback
裝點門面	u			no-source;fallback
裡	u			no-source;fallback
裡面	u			no-source;fallback
裸	u			no-source;fallback
裹足不前	u			no-source;fallback
製	u			no-source;fallback
製成	u			no-source;fallback
製藥	u			no-source;fallback
製藥企業	u			no-source;fallback
製造商	u			no-source;fallback
複印件	u			no-source;fallback
複合	u			no-source;fallback
複合元音	u			no-source;fallback
複變函數	u			no-source;fallback
複雜	u			no-source;fallback
褲	u			no-source;fallback
褲袋	u			no-source;fallback
襟	u			no-source;fallback
襪	u			no-source;fallback
襯	u			no-source;fallback
西伯利亞	u			no-source;fallback
西哈努克	u			no-source;fallback
西安	u			no-source;fallback
西撒哈拉	u			no-source;fallback
西施	u			no-source;fallback
西沙羣島	u			no-source;fallback
西班牙文	u			no-source;fallback
西班牙港	u			no-source;fallback
西班牙語	u			no-source;fallback
西瓜	u			no-source;fallback
西薩摩亞	u			no-source;fallback
西裝革履	u			no-source;fallback
西貢	u			no-source;fallback
西部	u			no-source;fallback
要不	u			no-source;fallback
要不是	u			no-source;fallback
要不然	u			no-source;fallback
要害	u			no-source;fallback
要是	u			no-source;fallback
要死不活	u			no-source;fallback
要死要活	u			no-source;fallback
要言不煩	u			no-source;fallback
要麼	u			no-source;fallback
見不得人	u			no-source;fallback
見仁見智	u			no-source;fallback
見兔顧犬	u			no-source;fallback
見好就收	u			no-source;fallback
見怪不怪	u			no-source;fallback
見招拆招	u			no-source;fallback
見步行步	u			no-source;fallback
見死不救	u			no-source;fallback
見狀	u			no-source;fallback
見獵心喜	u			no-source;fallback
見異思遷	u			no-source;fallback
見稜見角	u			no-source;fallback
見縫就鑽	u			no-source;fallback
見義勇為	u			no-source;fallback
見識	u			no-source;fallback
見財起意	u			no-source;fallback
見賢思齊	u			no-source;fallback
見過世面	u			no-source;fallback
見錢眼開	u			no-source;fallback
見風是雨	u			no-source;fallback
見風轉舵	u			no-source;fallback
見馬克思	u			no-source;fallback
規定動作	u			no-source;fallback
規律	u			no-source;fallback
規矩	u			no-source;fallback
規章	u			no-source;fallback
規範化	u			no-source;fallback
視	u			no-source;fallback
視同己出	u			no-source;fallback
視圖	u			no-source;fallback
視如己出	u			no-source;fallback
視如敝屣	u			no-source;fallback
視為	u			no-source;fallback
視爲	u			no-source;fallback
視神經	u			no-source;fallback
視線	u			no-source;fallback
視若無睹	u			no-source;fallback
視覺神經	u			no-source;fallback
視頻	u			no-source;fallback
視頻會議	u			no-source;fallback
視頻節目	u			no-source;fallback
視頻聊天	u			no-source;fallback
視頻點播	u			no-source;fallback
親上加親	u			no-source;fallback
親人	u			no-source;fallback
親力親為	u			no-source;fallback
親友	u			no-source;fallback
親口	u			no-source;fallback
親如一家	u			no-source;fallback
親子關係	u			no-source;fallback
親密	u			no-source;fallback
親愛	u			no-source;fallback
親戚關係	u			no-source;fallback
親手	u			no-source;fallback
親朋好友	u			no-source;fallback
親王	u			no-source;fallback
親生	u			no-source;fallback
親生父母	u			no-source;fallback
親疏有別	u			no-source;fallback
親眼	u			no-source;fallback
親眼所見	u			no-source;fallback
親筆簽名	u			no-source;fallback
親臨其境	u			no-source;fallback
親臨現場	u			no-source;fallback
親自出馬	u			no-source;fallback
親自掛帥	u			no-source;fallback
親身	u			no-source;fallback
親身經歷	u			no-source;fallback
覺	u			no-source;fallback
觀察入微	u			no-source;fallback
觀衆	u			no-source;fallback
觀賞植物	u			no-source;fallback
解	u			no-source;fallback
解析函數	u			no-source;fallback
解決爭端	u			no-source;fallback
解禁	u			no-source;fallback
解鈴繫鈴	u			no-source;fallback
觸手可及	u			no-source;fallback
觸摸屏	u			no-source;fallback
觸摸屏幕	u			no-source;fallback
觸景傷情	u			no-source;fallback
觸目驚心	u			no-source;fallback
觸礁	u			no-source;fallback
言人人殊	u			no-source;fallback
言出必行	u			no-source;fallback
言多必失	u			no-source;fallback
言情小説	u			no-source;fallback
言歸於好	u			no-source;fallback
言簡意賅	u			no-source;fallback
言者無罪	u			no-source;fallback
言而有信	u			no-source;fallback
言而無信	u			no-source;fallback
言聽計從	u			no-source;fallback
言行舉止	u			no-source;fallback
言語	u			no-source;fallback
言談舉止	u			no-source;fallback
言論	u			no-source;fallback
言論自由	u			no-source;fallback
言過其實	u			no-source;fallback
訂	u			no-source;fallback
訂購	u			no-source;fallback
計	u			no-source;fallback
計上心來	u			no-source;fallback
計件工資	u			no-source;fallback
計時工資	u			no-source;fallback
計時收費	u			no-source;fallback
計量	u			no-source;fallback
訊	u			no-source;fallback
討人喜歡	u			no-source;fallback
討人嫌	u			no-source;fallback
討回公道	u			no-source;fallback
訓	u			no-source;fallback
訓導主任	u			no-source;fallback
記事簿	u			no-source;fallback
記性	u			no-source;fallback
記恨	u			no-source;fallback
記載	u			no-source;fallback
訪員	u			no-source;fallback
訪問方式	u			no-source;fallback
訪貧問苦	u			no-source;fallback
設計程序	u			no-source;fallback
設計規範	u			no-source;fallback
許	u			no-source;fallback
許久	u			no-source;fallback
許可協議	u			no-source;fallback
註明	u			no-source;fallback
証	u			no-source;fallback
評委	u			no-source;fallback
評審	u			no-source;fallback
評審委員	u			no-source;fallback
評選	u			no-source;fallback
評頭論足	u			no-source;fallback
詞不達意	u			no-source;fallback
詞語	u			no-source;fallback
詠	u			no-source;fallback
試問	u			no-source;fallback
試管受孕	u			no-source;fallback
試管嬰兒	u			no-source;fallback
試點	u			no-source;fallback
詩情畫意	u			no-source;fallback
詩詞歌賦	u			no-source;fallback
詭異	u			no-source;fallback
話事	u			no-source;fallback
話到嘴邊	u			no-source;fallback
話口未完	u			no-source;fallback
話唔定	u			no-source;fallback
話裏有話	u			no-source;fallback
話費	u			no-source;fallback
話雖如此	u			no-source;fallback
話音	u			no-source;fallback
該死	u			no-source;fallback
該當何罪	u			no-source;fallback
詳	u			no-source;fallback
詳細	u			no-source;fallback
誇下海口	u			no-source;fallback
誇大其詞	u			no-source;fallback
誇大其辭	u			no-source;fallback
誇誇其談	u			no-source;fallback
認	u			no-source;fallback
認定	u			no-source;fallback
